,Brand,Model,Processor,RAM,Operating System,Storage,Display,Warranty,originalPrice,discountPercent,discountedPrice,rating,reviews
498,DELL,Vostro Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Vostro 3400 Thin and Light L...,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,NaN,NaN,"₹74,066",NaN,NaN
499,ASUS,VivoBook Ultra 14 (2021) Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) X413EA-EB532WS Thi...,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB HDD|256 GB SSD,34.04 cm (13.4 inch) Touchscreen Display,1 Year Warranty,"₹80,990",22% off,"₹62,990",NaN,NaN
500,HP,Core i3 10th Gen - (8 GB/512 GB SSD/Windows 10) 240 G8 Laptop,Intel Core i3 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,35.81 cm (14.1 inch) Display,1 Year Onsite Warranty,"₹47,916",1% off,"₹46,990",4.4,11 Ratings & 0 Reviews
501,ASUS,EeeBook 12 Celeron Dual Core - (4 GB/64 GB EMMC Storage/Windows 10 Home) E210MA-GJ011T Thin and L...,Intel Core i7 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,35.56 cm (14 inch) Touchscreen Display,2 Years Warranty,"₹25,990",11% off,"₹22,990",3.8,20 Ratings & 3 Reviews
502,Avita,Liber Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) NS14A2IN225P Thin and Light Laptop,Intel Core i5 Processor (10th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Touchscreen Display,1 Year Onsite Warranty,"₹76,990",5% off,"₹73,063",3.4,17 Ratings & 3 Reviews
503,Avita,Liber Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home) NS14A8INR671-PAG Thin and Light Laptop,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,35.56 cm (14 inches) Display,1 Year Onsite Warranty,"₹83,390",24% off,"₹62,990",3.9,193 Ratings & 48 Reviews
504,DELL,Inspiron Core i5 11th Gen - (4 GB/1 TB HDD/256 GB SSD/Windows 10) Inspiron 3501 Thin and Light La...,AMD Ryzen 5 Quad Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,3 Year Manufacturer Warranty on the Device and 6 Months Manufacturer Warranty on Included Accessories from the Date of Purchase,"₹60,078",6% off,"₹56,370",4.1,35 Ratings & 3 Reviews
505,ASUS,Vivobook 14 Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) X415EA-EB302TSX415EA Notebook,Intel Core i5 Processor (10th Gen),4 GB DDR4 RAM,Windows 10 Operating System,1 TB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"₹49,990",25% off,"₹37,200",4.1,43 Ratings & 3 Reviews
506,Lenovo,ThinkPad Core i5 10th Gen - (8 GB/512 GB HDD/512 GB SSD/Windows 10 Pro) T14 Thin and Light Lapt...,Intel Core i7 Processor (9th Gen),4 GB DDR4 RAM,Windows 10 Operating System,1 TB HDD|256 GB SSD,35.56 cm (14 inch) Display,1 Year Warranty,"₹1,46,680",14% off,"₹1,25,665",NaN,NaN
507,HP,Pavilion Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) 14-dv0054TU Thin and Light Laptop,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,35.81 cm (14.1 inch) Display,1 Year Onsite Warranty,"₹79,990",8% off,"₹72,990",4.5,"1,432 Ratings & 153 Reviews"
508,Lenovo,IdeaPad Gaming 3 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeFor...,Intel Core i7 Processor (7th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB HDD|512 GB SSD,29.46 cm (11.6 inch) Display,24 Months Warranty,"₹93,690",29% off,"₹65,990",4.1,11 Ratings & 6 Reviews
509,HP,Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-du3563TU Thin and Light Laptop,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"₹49,590",15% off,"₹41,990",4.3,511 Ratings & 39 Reviews
510,DELL,Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 5410 2 in 1 Laptop,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"₹81,200",19% off,"₹64,990",4.7,7 Ratings & 1 Reviews
511,ASUS,Pro P5 Core i7 8th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Pro) Pro P5 P5440FA Thin and Light ...,AMD Ryzen 9 Octa Core Processor (9th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,37.85 cm (14.9 Inch) Display,1 Year Onsite Warranty,NaN,NaN,"₹98,912",NaN,NaN
512,ASUS,ExpertBook P1 Core i5 10th Gen - (4 GB/1 TB HDD/Windows 10 Pro) ExpertBook P1 P1440FA Thin and Li...,AMD Ryzen 7 Quad Core Processor (3rd Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"₹68,990",11% off,"₹61,249",NaN,NaN
513,ASUS,Pro P5 Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Pro) Pro P5 P5440FA Thin and Light Laptop,Intel Core i5 Processor (10th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,35.56 cm (14 Inch) Touchscreen Display,1 Year Warranty Term,"₹88,990",3% off,"₹85,990",NaN,NaN
514,Vaio,E Series Ryzen 5 Quad Core 3500U - (8 GB/512 GB SSD/Windows 10 Home) NE15V2IN007P Thin and Light ...,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB HDD,35.56 cm (14 inch) Display,2 Years Warranty,"₹66,990",23% off,"₹50,990",4.1,692 Ratings & 142 Reviews
515,ASUS,ExpertBook P2 Core i5 10th Gen - (8 GB/512 GB SSD/DOS/2 GB Graphics) ExpertBook P2 P2451FB Thin a...,AMD Ryzen 9 Octa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,NaN,NaN,"₹69,990",NaN,NaN
516,Lenovo,Core i7 9th Gen - (16 GB/1 TB SSD/Windows 10 Pro/4 GB Graphics) Thinkpad P53 Thin and Light Lap...,Intel Celeron Dual Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,2 Years Onsite Warranty,NaN,NaN,"₹2,72,000",NaN,NaN
517,ASUS,ExpertBook P2 Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Pro/2 GB Graphics) ExpertBook P2 P2451...,AMD Ryzen 9 Octa Core Processor,16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Touchscreen Display,1 Year Onsite Warranty,NaN,NaN,"₹83,990",NaN,NaN
518,ASUS,ROG Strix Edition Core i7 7th Gen - (16 GB/1 TB HDD/128 GB SSD/Windows 10 Home/6 GB Graphics/NVID...,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB SSD,35.56 cm (14 inch) Display,1 Year Domestic Brand Warranty on Device,NaN,NaN,"₹1,39,990",5,2 Ratings & 1 Reviews
519,Lenovo,IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 15ITL6 Thin and Light Laptop,AMD Ryzen 7 Quad Core Processor (3rd Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"₹63,790",13% off,"₹55,000",4.4,874 Ratings & 84 Reviews
520,Vaio,SE Series Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) NP14V1IN004P Thin and Light Laptop,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,DOS Operating System,128 GB NVMe PCIe 3.0 x4 SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"₹84,690",25% off,"₹62,990",4,75 Ratings & 14 Reviews
521,ASUS,Vivobook Pro 16X OLED (2021) Ryzen 9 Octa Core 5900H 9th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 ...,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|128 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹1,62,990",21% off,"₹1,27,990",NaN,NaN
522,HP,Ryzen 7 Quad Core 3rd Gen - (16 GB/512 GB SSD/Windows 10 Home) 13-ay0046AU 2 in 1 Laptop,Intel Core i5 Processor (10th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"₹1,28,000",14% off,"₹1,09,000",NaN,NaN
523,ASUS,ExpertBook P2 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Pro/2 GB Graphics) ExpertBook P2 P24...,AMD Ryzen 9 Octa Core Processor,16 GB DDR4 RAM,"Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)",512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,NaN,NaN,"₹86,990",NaN,NaN
524,HP,14s Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14s-ef1000tu Thin and Light Laptop,Intel Celeron Dual Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"₹58,657",13% off,"₹50,990",NaN,NaN
525,ASUS,ROG Flow X13 Ryzen 9 Octa Core 5900HS - (32 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeFo...,AMD Ryzen 9 Octa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹2,14,990",26% off,"₹1,56,990",NaN,NaN
526,Lenovo,IdeaPad Flex 3 Chromebook Celeron Dual Core - (4 GB/128 GB EMMC Storage/Chrome OS) CB 11IJL6 Ch...,Intel Core i3 Processor (11th Gen),32 GB LPDDR4X RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,"1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail","₹40,490",25% off,"₹29,990",3.7,61 Ratings & 15 Reviews
527,ASUS,ROG Flow X13 Ryzen 9 Octa Core 5900HS - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeFo...,Intel Core i7 Processor (10th Gen),4 GB LPDDR4X RAM,64 bit Windows 11 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"₹1,75,990",24% off,"₹1,32,990",5,3 Ratings & 0 Reviews
528,Lenovo,IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 15ITL6 Thin and Light Laptop,Intel Core i5 Processor (11th Gen),16 GB LPDDR4X RAM,Windows 10 Operating System,1 TB SSD,40.64 cm (16 Inch) Display,1 Year Carry In Warranty,"₹63,790",13% off,"₹55,000",4.4,874 Ratings & 84 Reviews
529,HP,Ryzen 7 Quad Core 3rd Gen - (16 GB/512 GB SSD/Windows 10 Home) 13-ay0046AU 2 in 1 Laptop,Intel Celeron Dual Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB SSD,33.78 cm (13.3 inch) Touchscreen Display,1 Year Onsite Warranty,"₹1,28,000",14% off,"₹1,09,000",NaN,NaN
530,HP,14s Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14s-ef1000tu Thin and Light Laptop,AMD Ryzen 9 Octa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"₹58,657",13% off,"₹50,990",NaN,NaN
531,HP,Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-du3563TU Thin and Light Laptop,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"₹49,590",15% off,"₹41,990",4.3,511 Ratings & 39 Reviews
532,ASUS,ExpertBook P2 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Pro/2 GB Graphics) ExpertBook P2 P24...,Intel Core i9 Processor (10th Gen),8 GB DDR4 RAM,64 bit Chrome Operating System,512 GB SSD,34.04 cm (13.4 inch) Touchscreen Display,1 Year Onsite Warranty,NaN,NaN,"₹86,990",NaN,NaN
533,ASUS,ROG Flow X13 Ryzen 9 Octa Core 5900HS - (32 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeFo...,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,29.46 cm (11.6 inch) Touchscreen Display,1 Year Onsite Warranty,"₹2,14,990",26% off,"₹1,56,990",NaN,NaN
534,Lenovo,IdeaPad Flex 3 Chromebook Celeron Dual Core - (4 GB/128 GB EMMC Storage/Chrome OS) CB 11IJL6 Ch...,Intel Core i5 Processor (11th Gen),32 GB LPDDR4X RAM,64 bit Windows 10 Operating System,512 GB SSD,34.04 cm (13.4 inch) Touchscreen Display,1 Year Onsite Manufacturing Warranty,"₹40,490",25% off,"₹29,990",3.7,61 Ratings & 15 Reviews
535,ASUS,ROG Flow X13 Ryzen 9 Octa Core 5900HS - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeFo...,Intel Core i3 Processor (10th Gen),4 GB LPDDR4X RAM,Windows 10 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹1,75,990",24% off,"₹1,32,990",5,3 Ratings & 0 Reviews
536,HP,Core i3 11th Gen - (8 GB/1 TB HDD/Windows 10) 240 G8 Laptop,Intel Core i3 Processor (11th Gen),16 GB LPDDR4X RAM,64 bit Windows 11 Operating System,1 TB SSD,33.78 cm (13.3 inch) Touchscreen Display,1 Year Carry-In Warranty,"₹55,200",18% off,"₹44,990",NaN,NaN
537,Lenovo,Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10/2 GB Graphics) 20S0S1MC00 Business Laptop,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB HDD,35.56 cm (14 inch) Display,1 Year Domestic Brand Warranty on Device,"₹2,06,997",16% off,"₹1,72,999",NaN,NaN
538,HP,Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Pro) 450 G8 Laptop,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹92,008",3% off,"₹88,990",NaN,NaN
539,Avita,Cosmos 2 in 1 Celeron Dual Core - (4 GB/64 GB EMMC Storage/Windows 10 Home) NS12T5IN025P 2 in 1 ...,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"₹23,490",23% off,"₹17,990",3.6,"1,074 Ratings & 189 Reviews"
540,ASUS,ROG Zephyrus G15 Ryzen 9 Octa Core 5900HS - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA ...,AMD Ryzen 7 Octa Core Processor,4 GB DDR4 RAM,64 bit Chrome Operating System,1 TB SSD,34.04 cm (13.4 inch) Touchscreen Display,1 Year Onsite Warranty,"₹1,89,990",25% off,"₹1,41,990",4.1,50 Ratings & 12 Reviews
541,ASUS,Vivobook 15 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515EA-EJ322WS Laptop,Intel Core i3 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,29.46 cm (11.6 inch) Touchscreen Display,1 Year Onsite Warranty,"₹56,990",21% off,"₹44,990",NaN,NaN
542,ASUS,Core i9 10th Gen - (32 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 2060) UX581LV...,Intel Core i7 Processor (11th Gen),8 GB DDR4 RAM,Windows 10 Operating System,1 TB SSD,34.04 cm (13.4 inch) Touchscreen Display,1 Year Onsite Warranty,"₹3,26,990",17% off,"₹2,69,990",5,6 Ratings & 0 Reviews
543,DELL,Inspiron Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Lig...,Intel Core i3 Processor (11th Gen),32 GB DDR4 RAM,Windows 10 Operating System,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹58,490",14% off,"₹49,999",4.2,28 Ratings & 1 Reviews
544,Lenovo,IdeaPad Gaming 3 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeFor...,AMD Ryzen 9 Octa Core Processor,8 GB DDR4 RAM,Windows 10 Operating System,512 GB SSD,30.48 cm (12 inch) Display,1 Year Onsite Warranty,"₹86,840",29% off,"₹60,890",3.9,13 Ratings & 2 Reviews
545,Lenovo,IdeaPad 3 Core i3 10th Gen - (4 GB/256 GB SSD/Windows 10 Home) 81WB010XIN||81WB0112IN||81WB0158...,Intel Core i7 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,39.62 cm (15.6 inch) Touchscreen Display,1 Year Warranty + 1 Year ADP + 1 Year Premium Care,"₹48,200",14% off,"₹40,990",4.3,706 Ratings & 61 Reviews
546,DELL,3000 Core i3 11th Gen - (8 GB/1 TB HDD/Windows 11 Home) 3511 Laptop,Intel Core i3 Processor (11th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,29.46 cm (11.6 inch) Touchscreen Display,3 Year Warranty Term,"₹55,506",20% off,"₹43,900",4.5,11 Ratings & 0 Reviews
547,Lenovo,Ideapad S540 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) S540-13IML Thin...,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inches) Display,"1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail","₹1,15,900",36% off,"₹74,000",4.3,4 Ratings & 0 Reviews
548,HP,Core i5 11th Gen - (8 GB/1 TB HDD/Windows 10 Pro) 240 G8 Laptop,AMD Ryzen 7 Dual Core Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,1 Year Warranty by Asus,"₹75,240",2% off,"₹72,990",NaN,NaN
549,ASUS,ZenBook Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) UX430UA-GV303T Thin and Light Laptop,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Touchscreen Display,1 Year Onsite Warranty,"₹86,713",7% off,"₹79,990",4.7,3 Ratings & 1 Reviews
550,DELL,Inspiron Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 7415 2 in 1 Laptop,Intel Core i3 Processor (11th Gen),8 GB DDR3 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty Commencing from the Date of Purchase,"₹1,11,529",23% off,"₹85,090",NaN,NaN
551,HP,Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 15s-FR2006TU Thin and Light Laptop,Intel Core i5 Processor (10th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Warranty,"₹50,000",2% off,"₹48,900",4.3,"1,573 Ratings & 212 Reviews"
552,ASUS,VivoBook Ultra S14 Core i7 11th Gen - (8 GB + 32 GB Optane/512 GB SSD/Windows 10 Home) S433EA-AM7...,Intel Core i7 Processor (10th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹96,990",19% off,"₹77,990",4.3,18 Ratings & 4 Reviews
553,HP,Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-du3563TU Thin and Light Laptop,Intel Core i7 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Manufacturer Warranty on the Device and 6 Months Manufacturer Warranty on Included Accessories from the Date of Purchase,"₹49,590",15% off,"₹41,990",4.3,511 Ratings & 39 Reviews
554,ASUS,ROG Flow X13 (2021) Ryzen 9 Octa Core 5900HS - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVID...,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,Windows 10 Operating System,1 TB SSD,33.78 cm (13.3 inch) Display,1 Years Carry in Warranty,"₹1,75,990",28% off,"₹1,24,990",4.4,31 Ratings & 6 Reviews
555,ASUS,ZenBook Duo Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/2 GB Graphics) UX481FL-HJ143TS Thi...,Intel Celeron Dual Core Processor,16 GB LPDDR4X RAM,"Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)",1 TB SSD,35.56 cm (14 inch) Display,"1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail","₹1,46,990",14% off,"₹1,24,990",4.6,17 Ratings & 1 Reviews
556,ASUS,VivoBook K15 OLED (2021) Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) K513EA-L303TSK513ES...,Intel Core i9 Processor (11th Gen),16 GB LPDDR3 RAM,64 bit Windows 10 Operating System,256 GB SSD,35.56 cm (14 inch) Display,"1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail","₹58,990",16% off,"₹48,990",4.6,14 Ratings & 1 Reviews
557,DELL,Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10/2 GB Graphics) Inspiron 5410 2 in 1 Lapto...,AMD Ryzen 9 Octa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,35.56 cm (14 inch) Touchscreen Display,1 Year Onsite Warranty,"₹88,600",6% off,"₹82,900",4.8,4 Ratings & 0 Reviews
558,ASUS,Ryzen 7 Dual Core 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX GT...,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹1,14,000",36% off,"₹72,500",NaN,NaN
559,DELL,Vostro Core i3 11th Gen - (4 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Vostro 3400 Thin and Light L...,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,35.56 cm (14 inch) Display,1 Year Limited Hardware Warranty,NaN,NaN,"₹57,863",NaN,NaN
560,DELL,Insprion 3511 Core i3 11th Gen - (8 GB/1 TB HDD/Windows 10 Home) D560567WIN9B Laptop,AMD Ryzen 7 Octa Core Processor,4 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹48,990",12% off,"₹42,990",3.7,21 Ratings & 4 Reviews
561,HP,Envy Core i5 10th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics) 15-ep0011TX Laptop,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,34.04 cm (13.4 Inch) Touchscreen Display,1 Year Onsite Warranty,"₹1,38,366",18% off,"₹1,13,000",4.7,3 Ratings & 0 Reviews
562,MSI,Prestige 14 Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) Prestige 14 A10RAS...,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"₹1,23,990",27% off,"₹89,990",4,83 Ratings & 9 Reviews
563,Lenovo,Legion 7i Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 2...,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹3,49,890",51% off,"₹1,67,999",NaN,NaN
564,ASUS,ASUS TUF Dash Series Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA Ge...,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 Inch) Touchscreen Display,1 Year Manufacturer Warranty on the Device and 6 Months Manufacturer Warranty on Included Accessories from the Date of Purchase,"₹1,29,990",30% off,"₹89,999",NaN,NaN
565,HP,14a Celeron Dual Core - (4 GB/64 GB EMMC Storage/Chrome OS) 14a- na0002TU Chromebook,Intel Core i3 Processor (11th Gen),16 GB DDR4 RAM,Windows 10 Operating System,3 TB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"₹31,496",13% off,"₹27,390",3.5,188 Ratings & 19 Reviews
566,ASUS,Zephyrus S17 (2021) Core i9 11th Gen - (32 GB/3 TB SSD/Windows 10 Home/16 GB Graphics/NVIDIA GeFo...,Intel Core i5 Processor (8th Gen),4 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,NaN,NaN,"₹4,41,990",NaN,NaN
567,ASUS,ROG Flow X13 (2021) Ryzen 9 Octa Core 5980HS - (32 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVID...,Intel Core i5 Processor (11th Gen),32 GB DDR4 RAM,Windows 10 Operating System,256 GB SSD,39.62 cm (15.6 inch) Display,1 Year Manufacturing Warranty,"₹3,50,990",31% off,"₹2,39,990",NaN,NaN
568,ASUS,Vivobook 14 Core i3 10th Gen - (8 GB/256 GB SSD/Windows 10 Home) X415FA-BV341T Laptop,AMD Ryzen 5 Quad Core Processor,32 GB LPDDR4X RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹46,990",19% off,"₹37,990",NaN,NaN
569,ASUS,ZenBook Classic Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) UX333FA-A5822TS Thin and Lig...,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"₹98,990",19% off,"₹79,990",4.4,11 Ratings & 3 Reviews
